1,1,0,1,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl2,200,-1,960193, Clear Lake, False, False, False, False, False, False,0,0,0,None
1,2,0,1,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl3,200,-1,960193, Clear Lake, False, False, False, False, False, False,0,0,0,None
1,6,0,1,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl4,200,-1,960193, Clear Lake, False, False, False, False, False, False,0,0,0,None
1,1,0,2,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl5,200,-1,960193, Clear Lake, False, False, False, False, False, False,0,0,0,None
1,2,0,2,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl6,200,-1,960193, Clear Lake, False, False, False, False, False, False,0,0,0,None
1,6,0,2,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl7,200,-1,960193, Clear Lake, False, False, False, False, False, False,0,0,0,None
1,1,0,1,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl8,200,-1,960193, Clear Lake, True, True, True, True, True, True,0,0,0,None
1,2,0,1,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl9,200,-1,960193, Clear Lake, True, True, True, True, True, True,0,0,0,None
1,6,0,1,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl10,200,-1,960193, Clear Lake, True, True, True, True, True, True,0,0,0,None
1,1,0,2,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl11,200,-1,960193, Clear Lake, True, True, True, True, True, True,0,0,0,None
1,2,0,2,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl12,200,-1,960193, Clear Lake, True, True, True, True, True, True,0,0,0,None
1,6,0,2,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl13,200,-1,960193, Clear Lake, True, True, True, True, True, True,0,0,0,None
2,2,3,0,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl14,200,2,960193, Clear Lake, False, False, False, False, False, False,0,0,0,None
2,2,2,0,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl15,200,2,960193, Clear Lake, False, False, False, False, False, False,0,0,0,None
2,2,1,0,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl16,200,2,960193, Clear Lake, False, False, False, False, False, False,0,0,0,None
2,1,3,0,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl17,200,2,960193, Clear Lake, False, False, False, False, False, False,0,0,0,None
2,1,2,0,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl18,200,2,960193, Clear Lake, False, False, False, False, False, False,0,0,0,None
2,1,1,0,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl19,200,2,960193, Clear Lake, False, False, False, False, False, False,0,0,0,None
2,1,0,1,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl20,200,2,960193, Clear Lake, False, False, False, False, False, False,0,0,0,None
2,1,0,1,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl21,200,0,960193, Clear Lake, False, False, False, False, False, False,0,0,0,None
2,1,0,2,,59195,Kelvin Moren,KelvinMorenWW@gmail.com,6315,7116,2, Clear_1422.sl22,200,2,960193, Clear Lake, False, False, False, False, False, False,0,0,0,None
